player_id,role_level,vip_level,account_age_days,battle_rank,online_time,1d_login_cnt,1w_login_cnt,1m_login_cnt,capability,online_get_exp_amt,recharge_amt,online_get_money_amt,device_width,device_height,os_ver,cheat,churn
1503,160,10,2477,8110025,10140.99129,11,96,360,46929,1102.99874,0.008771042,655769.0047,2160,1080,11.00567914,1,1
1504,73,5,2132,8110010,15640.00204,22,169,540,14094,1255.00934,0.02362385,402692.0039,2208,1080,10.9918302,1,0
1505,94,6,2576,8110005,-0.006143184,0,2,8,18897,-0.001287018,-0.000317096,0.005847534,1920,1080,9.993733222,0,0
1506,69,4,2413,8110009,7450.995216,12,69,114,11927,1286.985768,0.014230417,388416.0093,2208,1080,11.0074468,0,0
1507,122,0,2565,8110011,10444.00025,10,34,37,29482,564.0081717,0.000925503,194255.9935,2280,1080,10.0047902,0,0
1508,140,5,2463,8110014,9888.993492,11,95,422,42228,723.0051654,-0.006560285,311706.9944,2050,1080,11.00556782,1,0
1509,77,0,2179,8110008,0.013295661,0,17,212,13441,0.004607227,0.002309786,0.004181154,2001,1125,-0.008534106,0,0
1510,40,0,2264,8110000,76.99611592,1,2,14,7332,-0.00875336,0.009387276,49999.99904,2001,1125,3.003915546,0,0
1511,160,9,2560,8110013,5604.000431,8,94,408,65510,976.002896,-0.00570709,1049483.008,1334,750,1.988256275,0,1
1512,76,0,2157,8110020,3301.987535,4,45,297,11775,407.9776241,-0.001046092,305407.0058,1334,750,0.991805176,0,0
1513,86,4,2575,8110023,5600.014071,9,13,43,21293,228.0175847,0.007594205,75870.00714,2436,1125,4.994846231,0,0
1514,159,5,2576,8110022,9797.012869,9,69,302,42650,1015.009772,0.015783174,1035097.008,2160,1080,10.97950457,1,1
1515,128,3,2377,8110022,6953.009566,14,87,406,40023,710.0188027,0.013446563,626691.9914,2198,1080,10.97466832,0,1
1516,119,4,2579,8110008,0.016166338,0,10,49,34285,0.022096832,0.002873415,-0.006189625,2208,1242,5.011794928,0,0
1517,53,7,2168,8110000,-0.004947643,0,1,4,13275,-0.000773269,0.010658831,0.006896598,1792,828,5.009911951,0,0
1518,40,0,2569,8110000,15024.00321,11,27,27,5088,1821.984705,0.00761901,489750.005,1024,768,7.997721072,1,0
1519,88,2,2566,8110009,0.006069638,0,8,59,14630,0.008478931,0.00952404,0.00275297,2340,1080,10.01325258,0,0
1520,38,0,2226,8110002,1621.004502,2,9,9,4799,315.9741643,0.006513364,69881.00128,2340,1080,9.997055355,0,0
1521,103,6,2572,8110021,236.9987032,1,6,72,22095,140.0074538,0.010641732,8025.012205,1920,1080,11.00707577,0,0
1522,35,0,2183,8110005,0.00534685,0,3,39,5446,0.014044601,0.007519897,-0.006135732,2224,1080,10.98292603,0,0
1523,140,5,2463,8110014,9888.995245,11,95,422,42228,722.9799169,0.021522999,311707.006,2050,1080,11.00127894,1,0
1524,141,5,2553,8110006,15787.00196,6,63,291,34150,894.9959355,0.003443449,614545.0114,1480,720,9.006133632,0,1
1525,160,0,2582,8110011,8876.007527,19,140,601,52177,834.9925731,-0.017718124,1425367.002,2001,1125,6.000909176,0,1
1526,95,2,2566,8110011,0.020737378,0,17,141,18116,-0.009250839,-0.009089468,0.003470769,2259,1080,11.00917482,0,0
1527,99,5,2286,8110007,0.005044297,0,6,100,22929,0.012385101,-0.007692226,0.002472844,2436,1125,4.008107149,0,0
1528,38,0,2226,8110002,1620.986597,2,9,9,4799,315.9880507,0.012582876,69880.98955,2340,1080,10.00043069,0,0
1529,53,7,2168,8110000,-0.013536571,0,1,4,13275,-0.012512091,0.008968144,0.012134094,1792,828,4.976709403,0,0
1530,38,0,2226,8110002,1620.992843,2,9,9,4799,315.9850821,0.00065303,69881.01047,2340,1080,10.0091273,0,0
1531,58,1,2576,8110002,-0.003365497,0,0,0,9951,0.00513056,-0.01187983,0.007436138,2016,1080,7.99679714,0,0
1532,38,0,2226,8110002,1621.01063,2,9,9,4799,316.0147694,0.008277887,69880.96959,2340,1080,10.00097868,0,0
1533,109,5,2558,8110000,0.001758579,0,0,1,25170,0.014464128,0.004593556,0.017168269,2141,1080,11.00624088,0,0
1534,52,1,2125,8110017,8617.986415,7,47,65,7226,1890.987229,0.004213672,332830.0032,2224,1668,5.983292547,0,0
1535,68,0,2174,8110009,3266.001301,10,56,195,8780,1260.00078,0.00124645,184448.993,2208,1242,6.99645211,0,0
1536,109,5,2558,8110000,0.002061205,0,0,1,25170,0.01361573,0.003080934,7.73e-06,2141,1080,10.99834919,0,0
1537,40,0,2410,8110000,-0.006909829,0,1,7,2115,0.012965796,-0.003584711,0.008457548,1520,720,9.994547331,0,0
1538,141,5,2553,8110006,15787.00548,6,63,291,34150,894.9988223,0.006245573,614544.9956,1480,720,9.007801765,0,1
1539,122,0,2565,8110011,10443.99307,10,34,37,29482,563.9974597,-0.006419094,194255.9888,2280,1080,10.02161775,0,0
1540,43,0,2116,8110002,2099.998403,3,46,46,7126,727.0145871,0.00039727,119750.9888,2196,1080,10.00233749,0,0
1541,74,2,2164,8110021,10623.00128,9,46,135,9119,1221.01525,-0.019592942,252120.0039,2138,1080,11.00327597,0,0
1542,124,0,2355,8110023,7465.017753,6,53,250,36550,732.0106832,0.002530064,441092.9962,1920,1080,9.006951161,0,0
1543,94,6,2576,8110005,0.013292182,0,2,8,18897,-0.000753849,0.014565162,-0.002146521,1920,1080,10.00954034,0,0
1544,80,7,2576,8110003,1282.002198,1,58,77,15715,150.0049806,-0.000599132,49101.01746,2416,1440,8.993166543,0,0
1545,44,0,2237,8110000,339.9987544,2,2,6,6438,39.99962374,-0.009691472,20200.00019,2340,1080,11.01185344,0,0
1546,34,0,2140,8110000,0.010696714,0,14,60,4426,0.011038476,-0.030980303,-0.009345401,2136,1080,10.98689163,0,0
1547,99,5,2286,8110007,-0.002659339,0,6,100,22929,-0.011670104,0.000384183,-0.005874655,2436,1125,4.013230731,0,0
1548,85,6,2315,8110009,-0.001558012,0,0,3,17067,0.012110036,-0.015386547,-0.01042621,2048,1536,4.996407179,0,0
1549,160,9,2560,8110013,5603.994752,8,94,408,65510,976.0074699,0.008595299,1049482.992,1334,750,1.997679416,0,1
1550,53,7,2168,8110000,0.016871301,0,1,4,13275,-0.00301686,0.001377378,-0.009720817,1792,828,4.98787767,0,0
1551,69,4,2413,8110009,7451.011446,12,69,114,11927,1287.001385,0.018067526,388415.9973,2208,1080,11.00398859,0,0
1552,88,2,2566,8110009,-0.01690284,0,8,59,14630,0.001462215,0.001882583,-0.006077326,2340,1080,9.995990377,0,0
1553,76,0,2157,8110020,3302.007919,4,45,297,11775,408.0025351,-0.000397649,305407.0015,1334,750,1.004611314,0,0
1554,78,0,2576,8110003,0.011742511,0,1,4,12577,-6.64e-05,0.020812454,-0.004129668,2159,1080,11.0100984,0,0
1555,141,6,2572,8110006,213.0002118,1,8,32,36920,394.9999467,0.003827887,75972.98705,2220,1080,10.99048174,0,0
1556,99,5,2286,8110007,0.001539208,0,6,100,22929,0.003323762,-0.00373063,-0.00555231,2436,1125,3.995289891,0,0
1557,85,6,2315,8110009,-0.005792012,0,0,3,17067,-0.008987436,-0.002029653,-0.00199447,2048,1536,4.991601631,0,0
1558,48,4,2125,8110004,5018.010917,20,120,158,7413,1885.990203,-0.014026389,408738.0061,2436,1125,3.001184438,0,0
1559,58,1,2576,8110002,-0.021729653,0,0,0,9951,-0.013951406,0.003414881,0.00326797,2016,1080,7.994163947,0,0
1560,48,0,2267,8110016,549.0100938,2,4,11,7363,209.9963719,-0.005359667,23399.99827,1571,810,10.99845353,0,0
1561,79,0,2151,8110009,20118.98716,12,124,275,12475,1636.002663,-0.006303185,279709.9852,1356,720,7.996494819,0,0
1562,34,0,2140,8110000,-0.00609961,0,14,60,4426,0.005231843,-0.007288455,0.004735615,2136,1080,10.99074053,0,0
1563,40,0,2410,8110000,0.0035848,0,1,7,2115,-0.00200473,-0.001894488,-0.01258574,1520,720,9.999199932,0,0
1564,99,5,2286,8110007,0.002422756,0,6,100,22929,-0.009877731,0.004770301,0.008638863,2436,1125,3.996117,0,0
1565,119,4,2579,8110008,0.003369595,0,10,49,34285,-0.007842518,0.008244693,0.015451098,2208,1242,4.998565476,0,0
1566,107,6,2282,8110000,-0.004766988,0,4,42,28965,-0.012893838,0.007235353,-0.000556682,1792,828,4.996957518,0,0
1567,66,3,2146,8110009,10312.99003,21,167,291,9725,1350.986231,5.994449263,454409.0076,2140,1080,10.99534706,1,0
1568,74,2,2164,8110021,10623.00569,9,46,135,9119,1220.999086,-0.001351403,252119.998,2138,1080,11.01330283,0,0
1569,58,5,2151,8110005,8866.984736,3,20,64,7517,1718.006621,-0.001151874,362133.0022,2333,1080,10.9969633,0,0
1570,48,0,2267,8110016,548.9847873,2,4,11,7363,209.9838416,0.008680336,23400.01194,1571,810,10.98545541,0,0
1571,95,2,2566,8110011,0.010353439,0,17,141,18116,0.009330046,-0.009356638,-0.005276761,2259,1080,10.99294117,0,0
1572,40,0,2264,8110000,77.01066929,1,2,14,7332,-0.003599523,0.001060062,49999.991,2001,1125,2.997552945,0,0
1573,76,0,2157,8110020,3302.003364,4,45,297,11775,408.0115248,-0.007570407,305407.0078,1334,750,1.013844164,0,0
1574,78,0,2576,8110003,0.018752171,0,1,4,12577,-0.00619454,-0.013508302,0.006539836,2159,1080,10.997332,0,0
1575,122,0,2565,8110011,10443.98636,10,34,37,29482,563.9980985,0.015560016,194255.9767,2280,1080,9.99606176,0,0
1576,107,6,2282,8110000,0.001633348,0,4,42,28965,0.00257008,-0.003483728,0.006629742,1792,828,4.997545555,0,0
1577,86,4,2575,8110023,5599.986593,9,13,43,21293,227.9880015,-0.016874873,75870.01535,2436,1125,5.022199032,0,0
1578,159,5,2576,8110022,9796.994094,9,69,302,42650,1014.997179,2.23e-05,1035096.987,2160,1080,10.99843206,0,1
1579,43,0,2116,8110002,2099.998684,3,46,46,7126,727.0035116,0.005161469,119751.0039,2196,1080,10.01240535,0,0
1580,99,5,2286,8110007,-0.004002198,0,6,100,22929,0.002773544,-0.003561308,-0.011535935,2436,1125,4.017201193,0,0
1581,48,0,2123,8110005,12851.99165,8,85,85,3254,1307.992525,0.001983008,325669.0286,2048,1536,1.017997065,0,0
1582,80,7,2576,8110003,1282.008461,1,58,77,15715,150.0143993,0.014923063,49100.99113,2416,1440,8.997687545,0,0
1583,128,3,2377,8110022,6952.991106,14,87,406,40023,710.0107732,0.002731201,626691.9887,2198,1080,10.9815508,0,1
1584,33,0,2116,8110002,14020.99934,19,34,34,4318,1810.993731,0.011178219,351354.0003,2159,1080,10.99504481,0,0
1585,52,1,2125,8110017,8618.019192,7,47,65,7226,1890.98422,-0.006796833,332829.9897,2224,1668,5.998973483,0,0
1586,160,9,2560,8110013,5604.000876,8,94,408,65510,976.0028197,-0.006120999,1049482.992,1334,750,1.997862623,0,1
1587,69,4,2413,8110009,7451.002336,12,69,114,11927,1286.989623,-0.004562524,388416.0033,2208,1080,10.998816,0,0
1588,66,3,2146,8110009,10312.99657,21,167,291,9725,1351.008912,5.994809585,454409.0013,2140,1080,10.98210062,1,0
1589,40,0,2264,8110000,76.98605558,1,2,14,7332,0.015256733,-0.002937964,49999.98213,2001,1125,3.000372998,0,0
1590,99,5,2286,8110007,-0.002188752,0,6,100,22929,-0.000884901,-0.005448616,0.0058448,2436,1125,3.983577811,0,0
1591,140,5,2463,8110014,9888.974984,11,95,422,42228,722.9815135,-0.003688939,311706.9986,2050,1080,10.99163147,1,0
1592,33,0,2116,8110002,14020.99813,19,34,34,4318,1810.997432,-0.000220213,351354.0108,2159,1080,10.99294625,0,0
1593,43,0,2116,8110002,2100.006216,3,46,46,7126,726.9977978,0.004119091,119751.002,2196,1080,10.00009658,0,0
1594,122,0,2565,8110011,10443.98436,10,34,37,29482,564.0028158,-0.019316794,194256.0064,2280,1080,10.01034222,0,0
1595,44,0,2237,8110000,340.0115451,2,2,6,6438,39.99685643,0.001052069,20200.00274,2340,1080,11.01144598,0,0
1596,78,0,2576,8110003,0.00804093,0,1,4,12577,0.008582801,0.005572605,-0.000221136,2159,1080,11.00319179,0,0
1597,77,0,2179,8110008,-0.016921951,0,17,212,13441,0.000615207,0.006002253,-0.003528219,2001,1125,-0.011211744,0,0
1598,109,5,2558,8110000,-0.012566024,0,0,1,25170,-0.001166446,-0.001617417,-0.003900733,2141,1080,10.99280708,0,0
1599,94,6,2576,8110005,0.011910128,0,2,8,18897,-0.012178199,-0.001306003,0.007963371,1920,1080,9.988115059,0,0
1600,44,0,2237,8110000,340.0066471,2,2,6,6438,40.0054187,-0.017524392,20200.01216,2340,1080,10.9937601,0,0
1601,141,6,2572,8110006,213.0033455,1,8,32,36920,395.0063627,-0.006932082,75973.01831,2220,1080,11.00377126,0,0
1602,122,0,2565,8110011,10443.9854,10,34,37,29482,563.9954113,0.02388293,194255.9932,2280,1080,10.00028196,0,0
1603,38,0,2226,8110002,1620.99746,2,9,9,4799,316.0029905,-0.012636642,69880.99602,2340,1080,10.00043617,0,0
1604,40,0,2410,8110000,-0.005779258,0,1,7,2115,-0.010025866,0.005459448,0.013933125,1520,720,9.997564585,0,0
1605,102,4,2248,8110010,7111.997827,4,88,371,28528,829.9955507,0.007059963,351688.0163,1792,828,5.007596264,0,0
1606,80,7,2576,8110003,1281.987229,1,58,77,15715,150.014897,-0.006410847,49100.98759,2416,1440,9.006461054,0,0
1607,40,0,2569,8110000,15023.97889,11,27,27,5088,1822.006578,-0.010666992,489749.9983,1024,768,8.004055128,1,0
1608,48,0,2267,8110016,549.0089519,2,4,11,7363,210.0003406,-0.007818059,23399.99476,1571,810,11.00641465,0,0
1609,88,2,2566,8110009,-0.006622591,0,8,59,14630,0.00395552,-0.009515332,0.016512841,2340,1080,10.00095866,0,0
1610,88,2,2566,8110009,0.001017853,0,8,59,14630,-0.00858602,-0.000662438,-0.014207118,2340,1080,10.00458002,0,0
1611,40,0,2569,8110000,15023.99206,11,27,27,5088,1822.000778,-0.000599019,489750.0011,1024,768,8.00278567,1,0
1612,107,6,2282,8110000,-0.022980992,0,4,42,28965,0.013060934,-0.003177668,0.008891308,1792,828,5.000862268,0,0
1613,58,5,2151,8110005,8867.013094,3,20,64,7517,1717.99294,0.005381692,362133.0109,2333,1080,10.99646615,0,0
1614,88,2,2566,8110009,-0.008491327,0,8,59,14630,-0.018233309,0.001318817,-0.002446307,2340,1080,9.988346769,0,0
1615,80,7,2576,8110003,1281.991579,1,58,77,15715,150.0091633,-0.013721556,49101.01952,2416,1440,8.988603351,0,0
1616,122,0,2565,8110011,10443.98423,10,34,37,29482,563.9953989,-0.01336404,194256.001,2280,1080,10.01079504,0,0
1617,74,2,2164,8110021,10623.01074,9,46,135,9119,1221.021844,0.01220507,252119.9976,2138,1080,11.01612476,0,0
1618,85,6,2315,8110009,-0.00994863,0,0,3,17067,-0.009792911,-0.004460522,-0.000598784,2048,1536,4.99845727,0,0
1619,69,4,2413,8110009,7451.00966,12,69,114,11927,1287.019677,0.009047503,388416.01,2208,1080,10.99413175,0,0
1620,48,0,2123,8110005,12851.98758,8,85,85,3254,1308.002403,-0.014940426,325668.9964,2048,1536,0.99748878,0,0
1621,85,6,2315,8110009,-0.00740004,0,0,3,17067,0.000186796,-0.001291026,0.008769437,2048,1536,5.013585542,0,0
1622,43,0,2116,8110002,2099.995184,3,46,46,7126,727.0006303,-0.016158802,119750.9973,2196,1080,10.01180032,0,0
1623,80,7,2576,8110003,1282.008461,1,58,77,15715,150.0143993,0.014923063,49100.99113,2416,1440,8.997687545,0,0
1624,78,0,2576,8110003,0.003103021,0,1,4,12577,0.00713712,0.009618729,0.000960733,2159,1080,11.01230541,0,0
1625,86,4,2575,8110023,5600.006893,9,13,43,21293,227.9869739,-0.012766268,75869.99995,2436,1125,5.013935743,0,0
1626,69,5,2130,8110008,18904.99881,22,162,336,13780,2064.008738,-0.013079947,394887.0188,1801,1080,9.02118579,0,0
1627,85,6,2315,8110009,0.010017497,0,0,3,17067,0.002796408,0.007328371,0.001906453,2048,1536,4.987610725,0,0
1628,53,7,2168,8110000,0.006138214,0,1,4,13275,-0.018291321,0.013664113,-0.007882238,1792,828,4.990016134,0,0
1629,160,9,2560,8110013,5604.017577,8,94,408,65510,976.0001577,0.002119024,1049483.012,1334,750,1.998149875,0,1
1630,94,6,2576,8110005,-0.016823427,0,2,8,18897,0.011977615,-0.002220703,-0.00197132,1920,1080,10.01535154,0,0
1631,69,4,2413,8110009,7450.998191,12,69,114,11927,1286.995296,0.012697881,388416.0123,2208,1080,10.99153748,0,0
1632,140,5,2463,8110014,9888.973332,11,95,422,42228,722.9872034,-0.003061283,311706.9997,2050,1080,11.01252053,1,0
1633,86,4,2575,8110023,5599.994335,9,13,43,21293,227.9957649,0.023545462,75869.99432,2436,1125,5.01283032,0,0
1634,141,6,2572,8110006,213.0017143,1,8,32,36920,394.9874258,0.01239155,75972.98809,2220,1080,10.98128614,0,0
1635,52,1,2125,8110017,8618.007891,7,47,65,7226,1890.994124,0.003660007,332830.0039,2224,1668,5.989737333,0,0
1636,160,10,2477,8110025,10140.99903,11,96,360,46929,1103.010216,-0.012761891,655769.0061,2160,1080,11.01621161,1,1
1637,78,0,2576,8110003,0.003911406,0,1,4,12577,-0.005275669,-0.01248571,0.008784053,2159,1080,10.9965105,0,0
1638,78,0,2576,8110003,0.00572963,0,1,4,12577,-0.01472331,0.005319771,-0.00376196,2159,1080,11.00694635,0,0
1639,76,0,2157,8110020,3301.990996,4,45,297,11775,408.0020152,-0.005297814,305407.0066,1334,750,1.003347141,0,0
1640,48,0,2267,8110016,548.9953406,2,4,11,7363,210.0076165,0.004155506,23400.02825,1571,810,11.00306522,0,0
1641,141,6,2572,8110006,212.9933468,1,8,32,36920,395.0022487,0.020743424,75973.01111,2220,1080,11.01032608,0,0
1642,33,0,2116,8110002,14021.00246,19,34,34,4318,1810.989189,-0.015797663,351354.0047,2159,1080,11.00871867,0,0
1643,79,0,2151,8110009,20119.01327,12,124,275,12475,1636.006727,0.00156003,279709.9971,1356,720,8.00446606,0,0
1644,48,4,2125,8110004,5017.997553,20,120,158,7413,1886.0012,-0.003105918,408738.0082,2436,1125,2.994717203,0,0
1645,128,3,2377,8110022,6952.986005,14,87,406,40023,709.9962462,0.002334716,626692.0006,2198,1080,10.97899506,0,1
1646,66,3,2146,8110009,10313.01457,21,167,291,9725,1350.99502,5.990584662,454408.9801,2140,1080,10.99788363,1,0
1647,73,3,2288,8110021,0.008618636,0,0,17,10930,0.00598924,0.006713528,0.013581445,2436,1125,0.987928127,0,0
1648,73,5,2132,8110010,15640.01187,22,169,540,14094,1254.995603,-0.015957983,402691.9937,2208,1080,11.00978264,1,0
1649,94,6,2576,8110005,0.010834786,0,2,8,18897,-0.021230412,0.005391686,0.016349147,1920,1080,10.01769444,0,0
1650,38,0,2226,8110002,1620.978572,2,9,9,4799,315.9944414,0.001225795,69881.01113,2340,1080,10.00074568,0,1
1651,48,0,2123,8110005,12851.98332,8,85,85,3254,1308.004959,-0.006665623,325668.9974,2048,1536,1.002565918,0,0
1652,160,10,2477,8110025,10140.98936,11,96,360,46929,1102.990828,0.017379478,655769.0122,2160,1080,10.99952432,1,1
1653,48,0,2123,8110005,12852.00613,8,85,85,3254,1307.999345,0.00238519,325668.988,2048,1536,1.002369067,0,0
1654,119,4,2579,8110008,0.011634199,0,10,49,34285,-0.001368279,0.005042708,0.004162078,2208,1242,4.998981009,0,0
1655,102,4,2248,8110010,7112.005652,4,88,371,28528,829.9919863,0.019617421,351688.0096,1792,828,4.985846933,0,0
1656,160,10,2477,8110025,10141.01734,11,96,360,46929,1103.013488,-0.010880418,655768.9756,2160,1080,11.00083354,1,1
1657,107,6,2282,8110000,-0.017188579,0,4,42,28965,-0.012615281,0.01594509,0.004981496,1792,828,5.009025371,0,0
1658,40,0,2410,8110000,-0.005359363,0,1,7,2115,0.015405448,0.017464586,-0.010432856,1520,720,10.01282108,0,0
1659,80,7,2576,8110003,1281.979147,1,58,77,15715,149.9959223,0.001034986,49101.00494,2416,1440,9.011633999,0,0
1660,40,0,2569,8110000,15023.9986,11,27,27,5088,1821.99663,-0.013854177,489749.9974,1024,768,8.006521961,1,0
1661,160,0,2582,8110011,8875.995721,19,140,601,52177,834.9990658,0.005222313,1425366.988,2001,1125,6.004653212,0,1
1662,76,0,2157,8110020,3301.982874,4,45,297,11775,407.9930559,0.010930842,305406.9919,1334,750,0.994818531,0,0
1663,86,4,2575,8110023,5600.00971,9,13,43,21293,228.0178168,0.007102709,75869.99619,2436,1125,4.988663052,0,0
1664,48,0,2267,8110016,548.9960454,2,4,11,7363,209.9842587,-0.011598406,23400.00439,1571,810,10.99442165,0,0
1665,86,4,2575,8110023,5599.99241,9,13,43,21293,227.9858609,-0.000735128,75869.99181,2436,1125,5.006722122,0,0
1666,58,1,2576,8110002,0.002159614,0,0,0,9951,0.000225561,0.003020554,0.006676415,2016,1080,7.992433326,0,0
1667,33,0,2116,8110002,14021.01532,19,34,34,4318,1811.004058,-0.009006334,351353.9815,2159,1080,10.9999929,0,0
1668,48,0,2267,8110016,548.9831954,2,4,11,7363,209.9879295,0.003459768,23400.00449,1571,810,11.01257662,0,0
1669,48,0,2267,8110016,548.9834765,2,4,11,7363,209.9917216,-0.017835259,23400.00113,1571,810,11.00136139,0,0
1670,74,2,2164,8110021,10622.98934,9,46,135,9119,1220.995742,-0.008728317,252119.986,2138,1080,10.977589,0,0
1671,160,10,2477,8110025,10141.00271,11,96,360,46929,1103.010527,-0.012258453,655769.0172,2160,1080,10.99355813,1,1
1672,160,0,2582,8110011,8876.000731,19,140,601,52177,834.9944644,0.001792558,1425366.994,2001,1125,6.010761722,0,1
1673,58,5,2151,8110005,8866.998316,3,20,64,7517,1717.993148,-0.009475632,362132.997,2333,1080,10.9992068,0,0
1674,52,1,2125,8110017,8618.001088,7,47,65,7226,1891.002773,0.009814952,332830.0128,2224,1668,6.000673493,0,0
1675,76,0,2157,8110020,3301.996539,4,45,297,11775,407.9926195,-0.008252363,305407.0167,1334,750,0.98228087,0,0
1676,102,4,2248,8110010,7112.009811,4,88,371,28528,829.9988105,0.003689806,351687.9932,1792,828,5.011299398,0,0
1677,99,5,2286,8110007,0.013395348,0,6,100,22929,-0.0109129,0.002968863,0.006426718,2436,1125,4.006495947,0,0
1678,96,0,2308,8110009,2552.001749,1,8,36,18764,630.0001706,-0.003991548,217104.0152,2159,1080,10.99788257,0,1
1679,141,6,2572,8110006,213.0006401,1,8,32,36920,395.0118014,-0.006708039,75973.00294,2220,1080,10.98043382,0,0
1680,48,0,2123,8110005,12851.99111,8,85,85,3254,1308.005449,-0.003124389,325668.9979,2048,1536,1.011511815,0,0
1681,122,0,2565,8110011,10443.99942,10,34,37,29482,564.0003878,0.021188889,194256.0058,2280,1080,9.985407765,0,0
1682,159,5,2576,8110022,9797.0042,9,69,302,42650,1015.004234,-0.022288586,1035096.992,2160,1080,10.99299515,0,1
1683,141,5,2553,8110006,15786.96436,6,63,291,34150,895.0157038,0.012021659,614544.9929,1480,720,8.981387135,0,0
1684,66,3,2146,8110009,10312.97749,21,167,291,9725,1350.993583,5.996492537,454409.0094,2140,1080,10.99128314,1,0
1685,109,5,2558,8110000,-0.005795565,0,0,1,25170,-0.012752932,-0.003113143,-0.016336494,2141,1080,11.00869453,0,0
1686,74,2,2164,8110021,10622.98538,9,46,135,9119,1220.995597,0.024835996,252119.9937,2138,1080,10.99979226,0,0
1687,76,0,2157,8110020,3302.003364,4,45,297,11775,408.0115248,-0.007570407,305407.0078,1334,750,1.013844164,0,0
1688,48,4,2125,8110004,5018.007745,20,120,158,7413,1886.00544,0.005229697,408737.9925,2436,1125,2.988956794,0,0
1689,128,3,2377,8110022,6952.993003,14,87,406,40023,709.9910091,-0.001607127,626691.998,2198,1080,11.0034028,0,1
1690,73,3,2288,8110021,-0.002596671,0,0,17,10930,0.003206123,-0.005722265,0.011029793,2436,1125,1.001499388,0,0
1691,107,6,2282,8110000,0.006455864,0,4,42,28965,-0.016683138,0.00279376,0.000997978,1792,828,4.992076883,0,0
1692,66,3,2146,8110009,10313.01377,21,167,291,9725,1351.006292,5.989653078,454409.0055,2140,1080,11.01304461,1,0
1693,99,5,2286,8110007,0.00270844,0,6,100,22929,-0.003673576,-0.005712919,-0.001792994,2436,1125,4.011797817,0,0
1694,140,5,2463,8110014,9889.003742,11,95,422,42228,723.0086203,0.013655361,311706.9961,2050,1080,11.01086385,1,0
1695,53,7,2168,8110000,-0.000649992,0,1,4,13275,-0.010817526,-0.005569004,0.011584153,1792,828,4.973537057,0,0
1696,160,9,2560,8110013,5603.998878,8,94,408,65510,975.9917422,0.004768939,1049483.003,1334,750,2.000884543,0,1
1697,80,7,2576,8110003,1282.007767,1,58,77,15715,149.9815591,-0.001487457,49100.99951,2416,1440,8.998852587,0,0
1698,119,4,2579,8110008,-0.010973504,0,10,49,34285,-0.014367727,0.020893955,-0.002188142,2208,1242,5.013432859,0,0
1699,141,6,2572,8110006,212.9838113,1,8,32,36920,394.9824761,0.00846553,75972.99474,2220,1080,11.01655113,0,1
1700,38,0,2226,8110002,1621.019014,2,9,9,4799,315.9837743,-0.011175895,69880.99496,2340,1080,10.01862223,0,0
1701,78,0,2576,8110003,0.00578291,0,1,4,12577,-0.008384392,0.015616283,-0.000443166,2159,1080,10.99754323,0,0
1702,128,3,2377,8110022,6953.019535,14,87,406,40023,710.0077222,0.006032977,626692.0071,2198,1080,10.99697446,0,1
1703,107,6,2282,8110000,-0.008260292,0,4,42,28965,-0.001296632,0.013976075,-0.013714947,1792,828,4.997676534,0,0
1704,160,10,2477,8110025,10141.00564,11,96,360,46929,1103.002586,0.001147113,655769.0097,2160,1080,10.997702,1,1
1705,73,5,2132,8110010,15640.00054,22,169,540,14094,1255.007646,0.0074136,402691.9944,2208,1080,10.99856508,1,0
1706,86,4,2575,8110023,5599.995832,9,13,43,21293,228.0077272,0.0030575,75870.00728,2436,1125,4.993835509,0,0
1707,53,7,2168,8110000,0.022167193,0,1,4,13275,-0.004370406,0.001216361,-0.004332927,1792,828,5.006182996,0,0
1708,109,5,2558,8110000,-0.011349667,0,0,1,25170,-0.002542702,-0.001908563,0.012178407,2141,1080,11.00373248,0,0
1709,119,4,2579,8110008,0.004562216,0,10,49,34285,-0.012905533,-0.00503642,0.00453343,2208,1242,4.992990059,0,0
1710,88,2,2566,8110009,0.012477416,0,8,59,14630,-0.01522431,-0.012239652,-0.000225617,2340,1080,10.00964514,0,0
1711,119,4,2579,8110008,0.002718992,0,10,49,34285,-0.004201283,0.009998657,0.009135912,2208,1242,5.002905086,0,0
1712,85,6,2315,8110009,0.009945485,0,0,3,17067,-0.008110027,0.012453699,-0.013310145,2048,1536,4.982710194,0,0
1713,40,0,2410,8110000,-0.003299107,0,1,7,2115,0.00275182,-0.016208005,0.002231799,1520,720,9.994457949,0,0
1714,58,1,2576,8110002,-0.005125478,0,0,0,9951,0.015048069,0.005604124,0.009408272,2016,1080,8.008658045,0,0
1715,107,6,2282,8110000,0.016690237,0,4,42,28965,0.020171824,-0.023172383,0.000924824,1792,828,4.991370636,0,0
1716,96,0,2308,8110009,2551.982582,1,8,36,18764,629.9979885,-0.001024431,217103.9818,2159,1080,10.98894029,0,0
1717,73,5,2132,8110010,15640.01557,22,169,540,14094,1254.989903,-8.05e-05,402692.0058,2208,1080,10.99775248,1,0
1718,109,5,2558,8110000,0.016669018,0,0,1,25170,-0.009651133,0.008851995,-0.014886425,2141,1080,10.99331037,0,0
1719,40,0,2410,8110000,-0.002682588,0,1,7,2115,-0.015958945,-0.006170516,-0.000113173,1520,720,9.978057197,0,0
1720,122,0,2565,8110011,10444.00447,10,34,37,29482,564.0142412,-0.009100619,194255.9748,2280,1080,10.01646263,0,1
